Title,Url,Category,Views,Activity,Replies
To avoid liquid tape,https://forum.openrov.com/t/to-avoid-liquid-tape/549,Open Talk,445,Aug '13,0
Question for Dave Murphy,https://forum.openrov.com/t/question-for-dave-murphy/544,Open Talk,387,Aug '13,7
Pulled Solder Pad on Cape,https://forum.openrov.com/t/pulled-solder-pad-on-cape/538,Open Talk,194,Aug '13,5
Upload Firmware into Arduino UNO,https://forum.openrov.com/t/upload-firmware-into-arduino-uno/545,Software,348,Aug '13,2
BeagleBone Black Angstrom working with OPENROV software,https://forum.openrov.com/t/beaglebone-black-angstrom-working-with-openrov-software/527,Software,411,Aug '13,2
5 Minute System Timeout,https://forum.openrov.com/t/5-minute-system-timeout/521,Software,464,Aug '13,7
All 3 ESC Glow and can’t program them,https://forum.openrov.com/t/all-3-esc-glow-and-cant-program-them/542,Open Talk,186,Aug '13,4
OpenROV #060 first… water!,https://forum.openrov.com/t/openrov-060-first-water/541,Open Talk,338,Aug '13,2
Homeplug adapter,https://forum.openrov.com/t/homeplug-adapter/535,Hardware,842,Aug '13,7
Cockpit crash,https://forum.openrov.com/t/cockpit-crash/534,Open Talk,397,Aug '13,5
Switching ROV on and off by magnet,https://forum.openrov.com/t/switching-rov-on-and-off-by-magnet/315,Open Talk,1.8k,Aug '13,12
LiPo Power Supply,https://forum.openrov.com/t/lipo-power-supply/523,Open Talk,736,Aug '13,8
Optimizing BeagleBone CPU Load,https://forum.openrov.com/t/optimizing-beaglebone-cpu-load/532,Software,1.4k,Aug '13,3
Wings (planes),https://forum.openrov.com/t/wings-planes/530,Open Talk,311,Aug '13,4
Motor Mount,https://forum.openrov.com/t/motor-mount/533,Open Talk,387,Aug '13,1
Torque roll,https://forum.openrov.com/t/torque-roll/531,Open Talk,566,Aug '13,3
No Motor Data on Cockpit,https://forum.openrov.com/t/no-motor-data-on-cockpit/525,Software,378,Aug '13,3
Power draw measurements,https://forum.openrov.com/t/power-draw-measurements/512,Electronics,1.4k,Aug '13,5
Need NEW Internal Electronics Board,https://forum.openrov.com/t/need-new-internal-electronics-board/502,Open Talk,274,Aug '13,3
Potting Compounds?,https://forum.openrov.com/t/potting-compounds/291,Open Talk,1.2k,Aug '13,12
Using RS485 for communication,https://forum.openrov.com/t/using-rs485-for-communication/129,Hardware,1.3k,Aug '13,6
No Motor Connections Shown,https://forum.openrov.com/t/no-motor-connections-shown/526,Electronics,260,Aug '13,0
Purpose of a few of the laser cut parts,https://forum.openrov.com/t/purpose-of-a-few-of-the-laser-cut-parts/397,Open Talk,335,Aug '13,7
Gyro code,https://forum.openrov.com/t/gyro-code/524,Open Talk,238,Aug '13,2
Change default power setting,https://forum.openrov.com/t/change-default-power-setting/522,Software,259,Aug '13,0
Motor Control Issues- Runs Continuously,https://forum.openrov.com/t/motor-control-issues-runs-continuously/520,Software,269,Aug '13,2
Fried Beaglebone Cape ? Broken Homeplugadaptor?,https://forum.openrov.com/t/fried-beaglebone-cape-broken-homeplugadaptor/518,Open Talk,354,Aug '13,2
Cape power issues,https://forum.openrov.com/t/cape-power-issues/510,Electronics,1.1k,Aug '13,22
mjpg_streamer.c:27:28: fatal error: videodev.h No such file or directory,https://forum.openrov.com/t/mjpg-streamer-c-27-28-fatal-error-videodev-h-no-such-file-or-directory/419,Software,1.6k,Jul '13,3
Raspberry Pi Fork?,https://forum.openrov.com/t/raspberry-pi-fork/253,Software,1.9k,Jul '13,24
Battery pack design/build,https://forum.openrov.com/t/battery-pack-design-build/515,Open Talk,460,Jul '13,0
Branched code with node.js v0.8.2 and different capturing solution,https://forum.openrov.com/t/branched-code-with-node-js-v0-8-2-and-different-capturing-solution/110,Software,421,Jul '13,20
Updating the Cape through the Cockpit interface,https://forum.openrov.com/t/updating-the-cape-through-the-cockpit-interface/514,Software,261,Jul '13,1
Osd/hud & gui,https://forum.openrov.com/t/osd-hud-gui/297,Software,2.8k,Jul '13,4
Base image boot issue,https://forum.openrov.com/t/base-image-boot-issue/507,Software,567,Jul '13,0
Is my HomePlug adaptor fried?,https://forum.openrov.com/t/is-my-homeplug-adaptor-fried/499,Open Talk,1.1k,Jul '13,13
Trying to build image with Vagrant,https://forum.openrov.com/t/trying-to-build-image-with-vagrant/504,Software,525,Jul '13,8
OpenROV themed keychain trinkets,https://forum.openrov.com/t/openrov-themed-keychain-trinkets/506,Open Talk,288,Jul '13,0
Learning How to Program,https://forum.openrov.com/t/learning-how-to-program/505,Software,295,Jul '13,0
Beaglebone Black updates?,https://forum.openrov.com/t/beaglebone-black-updates/493,Electronics,456,Jul '13,3
Wet Connector,https://forum.openrov.com/t/wet-connector/496,Hardware,1.0k,Jul '13,4
Looking for alternatives to teflon tape to loose end caps,https://forum.openrov.com/t/looking-for-alternatives-to-teflon-tape-to-loose-end-caps/372,Open Talk,836,Jul '13,10
BeagleBone and HD-5000,https://forum.openrov.com/t/beaglebone-and-hd-5000/501,Open Talk,503,Jul '13,4
Has anyone considered,https://forum.openrov.com/t/has-anyone-considered/500,Open Talk,231,Jul '13,1
LED Panels from KIt,https://forum.openrov.com/t/led-panels-from-kit/488,Open Talk,388,Jul '13,3
Raspberry Pi / Cape Problems,https://forum.openrov.com/t/raspberry-pi-cape-problems/492,Electronics,364,Jul '13,4
Autonomous OpenROV Recharging at Sea,https://forum.openrov.com/t/autonomous-openrov-recharging-at-sea/494,Hardware,714,Jul '13,2
stk500_recv(): programmer is not responding,https://forum.openrov.com/t/stk500-recv-programmer-is-not-responding/497,Software,460,Jul '13,10
Ziphius Aquatic Drone,https://forum.openrov.com/t/ziphius-aquatic-drone/498,Open Talk,209,Jul '13,0
Propeller Selection - Choosing a more efficient propeller+nozzle for the ROV,https://forum.openrov.com/t/propeller-selection-choosing-a-more-efficient-propeller-nozzle-for-the-rov/439,Open Talk,2.1k,Jul '13,10
Laser Cutting the Acrylic Sheets - Size of Cutter Question,https://forum.openrov.com/t/laser-cutting-the-acrylic-sheets-size-of-cutter-question/490,Open Talk,287,Jul '13,2
Water proofing of LED Lights,https://forum.openrov.com/t/water-proofing-of-led-lights/481,Open Talk,818,Jul '13,6
BeagleBone not working?,https://forum.openrov.com/t/beaglebone-not-working/491,Open Talk,1.0k,Jul '13,9
Frame change,https://forum.openrov.com/t/frame-change/486,Open Talk,451,Jul '13,2
Beagle bone black,https://forum.openrov.com/t/beagle-bone-black/408,Electronics,404,Jul '13,4
Topside Adapter Case Laser cutter file,https://forum.openrov.com/t/topside-adapter-case-laser-cutter-file/489,Open Talk,276,Jul '13,4
I’ve made a BIG misstake,https://forum.openrov.com/t/ive-made-a-big-misstake/484,Open Talk,606,Jul '13,4
Configure the ECS/Motor Zero Point?,https://forum.openrov.com/t/configure-the-ecs-motor-zero-point/485,Open Talk,288,Jul '13,2
Ballasts Needed,https://forum.openrov.com/t/ballasts-needed/478,Open Talk,1.1k,Jul '13,6
Action-type Camera Mount,https://forum.openrov.com/t/action-type-camera-mount/483,Project and Build Discussion,1.1k,Jul '13,1
Workaround for the 5 minute timeouts,https://forum.openrov.com/t/workaround-for-the-5-minute-timeouts/421,Open Talk,847,Jul '13,20
BeagleBone does not appear on my router’s “DHCP client table”,https://forum.openrov.com/t/beaglebone-does-not-appear-on-my-routers-dhcp-client-table/420,Open Talk,1.4k,Jul '13,37
"No motor or servo functionality, but lights work",https://forum.openrov.com/t/no-motor-or-servo-functionality-but-lights-work/465,Software,764,Jul '13,9
Prep for expansion?,https://forum.openrov.com/t/prep-for-expansion/482,Open Talk,278,Jun '13,2
Power supply for Beaglebone,https://forum.openrov.com/t/power-supply-for-beaglebone/474,Open Talk,956,Jun '13,7
3D Printed Battery Tube Cap Puller,https://forum.openrov.com/t/3d-printed-battery-tube-cap-puller/454,Open Talk,507,Jun '13,5
How do you charge your batteries?,https://forum.openrov.com/t/how-do-you-charge-your-batteries/477,Open Talk,211,Jun '13,2
Unable to find Beaglebone to update,https://forum.openrov.com/t/unable-to-find-beaglebone-to-update/473,Open Talk,359,Jun '13,3
Looking for folks to test a possible fix to the program the arduino failures,https://forum.openrov.com/t/looking-for-folks-to-test-a-possible-fix-to-the-program-the-arduino-failures/358,Software,217,Jun '13,19
A revised camera tilt mechanism,https://forum.openrov.com/t/a-revised-camera-tilt-mechanism/452,Open Talk,2.0k,Jun '13,21
Kit arrived / main Body has Crack,https://forum.openrov.com/t/kit-arrived-main-body-has-crack/472,Open Talk,287,Jun '13,1
BeagleBone update failure,https://forum.openrov.com/t/beaglebone-update-failure/470,Open Talk,192,Jun '13,0
How do i reverse the motors and get the servo to work properly?,https://forum.openrov.com/t/how-do-i-reverse-the-motors-and-get-the-servo-to-work-properly/437,Open Talk,619,Jun '13,6
Assembling and sealing up the OpenROV,https://forum.openrov.com/t/assembling-and-sealing-up-the-openrov/468,Open Talk,486,Jun '13,5
Look at that uptime!,https://forum.openrov.com/t/look-at-that-uptime/469,Software,331,Jun '13,1
Compass,https://forum.openrov.com/t/compass/458,Electronics,909,Jun '13,10
Beagle/cape power problems,https://forum.openrov.com/t/beagle-cape-power-problems/466,Electronics,414,Jun '13,5
Batteries,https://forum.openrov.com/t/batteries/467,Open Talk,183,Jun '13,0
Which Distro?,https://forum.openrov.com/t/which-distro/463,Software,284,Jun '13,1
Topside tether configuration,https://forum.openrov.com/t/topside-tether-configuration/462,Hardware,618,Jun '13,2
Restart openrov service after arduino upload,https://forum.openrov.com/t/restart-openrov-service-after-arduino-upload/464,Software,236,Jun '13,0
Question about our use of the Arduino/ATMega328,https://forum.openrov.com/t/question-about-our-use-of-the-arduino-atmega328/461,Electronics,202,Jun '13,0
Changes to tether,https://forum.openrov.com/t/changes-to-tether/455,Hardware,982,Jun '13,3
Epoxy and Acrylic cement materials?,https://forum.openrov.com/t/epoxy-and-acrylic-cement-materials/459,Open Talk,296,Jun '13,1
Alternatives for sensing current?,https://forum.openrov.com/t/alternatives-for-sensing-current/339,Electronics,2.7k,Jun '13,35
Beaglebone not connecting to router or getting IP address,https://forum.openrov.com/t/beaglebone-not-connecting-to-router-or-getting-ip-address/440,Open Talk,1.4k,Jun '13,2
Open ROV anatomy,https://forum.openrov.com/t/open-rov-anatomy/447,Open Talk,310,Jun '13,2
Electrical housing change,https://forum.openrov.com/t/electrical-housing-change/456,Open Talk,298,Jun '13,0
Short usb connector,https://forum.openrov.com/t/short-usb-connector/265,Electronics,1.4k,Jun '13,8
No streaming,https://forum.openrov.com/t/no-streaming/453,Open Talk,215,Jun '13,1
Battery tube clip holder for OpenROV,https://forum.openrov.com/t/battery-tube-clip-holder-for-openrov/451,Open Talk,506,Jun '13,1
Bill of Materials battery tube discrepency,https://forum.openrov.com/t/bill-of-materials-battery-tube-discrepency/448,Open Talk,211,May '13,5
3D Printer ROV External Power Adapter,https://forum.openrov.com/t/3d-printer-rov-external-power-adapter/442,Open Talk,746,May '13,1
OpenHubble,https://forum.openrov.com/t/openhubble/446,Open Talk,186,May '13,0
Built-in camera,https://forum.openrov.com/t/built-in-camera/436,Electronics,994,May '13,3
How to restart node.js server?,https://forum.openrov.com/t/how-to-restart-node-js-server/444,Software,545,May '13,1
Static IP without router?,https://forum.openrov.com/t/static-ip-without-router/443,Electronics,1.2k,May '13,2
Robotic Arm,https://forum.openrov.com/t/robotic-arm/86,Open Talk,4.3k,May '13,29
Video Size,https://forum.openrov.com/t/video-size/435,Software,622,May '13,5
Prop / Thruster Adapter Bushing v2.4,https://forum.openrov.com/t/prop-thruster-adapter-bushing-v2-4/428,Open Talk,309,May '13,3
New base image?,https://forum.openrov.com/t/new-base-image/425,Software,343,May '13,2
Wiring the two LED lights together,https://forum.openrov.com/t/wiring-the-two-led-lights-together/434,Open Talk,492,May '13,2
How to configure the internal electronics,https://forum.openrov.com/t/how-to-configure-the-internal-electronics/432,Open Talk,465,May '13,1
Add-on,https://forum.openrov.com/t/add-on/431,Open Talk,352,May '13,4
Direction on the servo,https://forum.openrov.com/t/direction-on-the-servo/430,Open Talk,335,May '13,3
Camera USB connection,https://forum.openrov.com/t/camera-usb-connection/429,Electronics,499,May '13,2
ESC alternative,https://forum.openrov.com/t/esc-alternative/105,Open Talk,467,May '13,2
Using Hot Glue to Seal Solder Joints,https://forum.openrov.com/t/using-hot-glue-to-seal-solder-joints/427,Hardware,4.2k,May '13,5
Motor snap rings - save / re-use?,https://forum.openrov.com/t/motor-snap-rings-save-re-use/426,Open Talk,271,May '13,6
V2.4: Tether connector,https://forum.openrov.com/t/v2-4-tether-connector/423,Open Talk,189,May '13,3
Arduino Fuse bits might be causing the quirky firmware upload issues,https://forum.openrov.com/t/arduino-fuse-bits-might-be-causing-the-quirky-firmware-upload-issues/422,Electronics,483,May '13,2
Laser files for chassis v2.4,https://forum.openrov.com/t/laser-files-for-chassis-v2-4/416,Open Talk,340,May '13,8
Arduino Upload Issues,https://forum.openrov.com/t/arduino-upload-issues/384,Software,1.3k,May '13,11
Sensor Suite for Hombuilt ROV/AUV,https://forum.openrov.com/t/sensor-suite-for-hombuilt-rov-auv/424,Electronics,391,May '13,0
BeagleBone does not appear on my router’s “DHCP client table”,https://forum.openrov.com/t/beaglebone-does-not-appear-on-my-routers-dhcp-client-table/417,Open Talk,334,May '13,1
Wave pressure sensor,https://forum.openrov.com/t/wave-pressure-sensor/418,Electronics,309,May '13,0
Internet underwater,https://forum.openrov.com/t/internet-underwater/415,Open Talk,201,May '13,0
Cape Debug - Pin Voltage?,https://forum.openrov.com/t/cape-debug-pin-voltage/412,Electronics,505,May '13,3
Alternate motor configurations,https://forum.openrov.com/t/alternate-motor-configurations/414,Software,321,May '13,0
Which props to use?,https://forum.openrov.com/t/which-props-to-use/413,Open Talk,345,May '13,2
Losing power in water,https://forum.openrov.com/t/losing-power-in-water/410,Open Talk,256,May '13,2
Ballast / Buoyancy Compensation,https://forum.openrov.com/t/ballast-buoyancy-compensation/290,Open Talk,2.5k,Apr '13,5
At UK Maker Faire needing some help to get up and running,https://forum.openrov.com/t/at-uk-maker-faire-needing-some-help-to-get-up-and-running/405,Open Talk,303,Apr '13,4
Operating system,https://forum.openrov.com/t/operating-system/406,Open Talk,279,Apr '13,1
Trouble loading code into cape bd,https://forum.openrov.com/t/trouble-loading-code-into-cape-bd/258,Open Talk,1.1k,Apr '13,21
Problems Running the Lights and Servo,https://forum.openrov.com/t/problems-running-the-lights-and-servo/403,Open Talk,312,Apr '13,3
Rov design,https://forum.openrov.com/t/rov-design/404,Open Talk,319,Apr '13,0
ESC’s are no longer being produced,https://forum.openrov.com/t/escs-are-no-longer-being-produced/402,Electronics,595,Apr '13,1
Direct H.264 stream to cockpit,https://forum.openrov.com/t/direct-h-264-stream-to-cockpit/400,Software,503,Apr '13,2
Length of stainless cross bars?,https://forum.openrov.com/t/length-of-stainless-cross-bars/399,Open Talk,170,Apr '13,0
Updated BOM,https://forum.openrov.com/t/updated-bom/394,Open Talk,363,Apr '13,2
Cape powers off when the propeller motors are started,https://forum.openrov.com/t/cape-powers-off-when-the-propeller-motors-are-started/390,Open Talk,354,Apr '13,3
OpenROV kit - when will I receive mine? (ordered on Dec 2012),https://forum.openrov.com/t/openrov-kit-when-will-i-receive-mine-ordered-on-dec-2012/392,Open Talk,241,Apr '13,1
What length are the M2 screws,https://forum.openrov.com/t/what-length-are-the-m2-screws/356,Open Talk,286,Apr '13,3
Low output on servo pins,https://forum.openrov.com/t/low-output-on-servo-pins/389,Electronics,279,Apr '13,2
Ethernet Connection drops intermittently,https://forum.openrov.com/t/ethernet-connection-drops-intermittently/388,Open Talk,559,Apr '13,5
Intention on including or referencing node.js packages,https://forum.openrov.com/t/intention-on-including-or-referencing-node-js-packages/387,Software,259,Apr '13,1
Webcam testing,https://forum.openrov.com/t/webcam-testing/293,Software,897,Apr '13,12
"Thoughts on MinIMU-9 v2 Gyro, Accelerometer, and Compass (L3GD20 and LSM303DLHC Carrier) sensor package",https://forum.openrov.com/t/thoughts-on-minimu-9-v2-gyro-accelerometer-and-compass-l3gd20-and-lsm303dlhc-carrier-sensor-package/386,Open Talk,582,Apr '13,1
Battery pack and tube design for LiPo,https://forum.openrov.com/t/battery-pack-and-tube-design-for-lipo/385,Electronics,709,Apr '13,3
Vapor Treating 3D printed ABS parts to make them waterproof,https://forum.openrov.com/t/vapor-treating-3d-printed-abs-parts-to-make-them-waterproof/348,Hardware,8.1k,Apr '13,15
Molex connectors,https://forum.openrov.com/t/molex-connectors/383,Open Talk,379,Apr '13,5
OpenROV Kit Available,https://forum.openrov.com/t/openrov-kit-available/375,Open Talk,284,Apr '13,1
Next tether?,https://forum.openrov.com/t/next-tether/382,Hardware,777,Apr '13,4
Hooking up Servo = Fried Pi,https://forum.openrov.com/t/hooking-up-servo-fried-pi/379,Electronics,716,Apr '13,8
Dissassembly of a Hobbyking 30A Boat ESC,https://forum.openrov.com/t/dissassembly-of-a-hobbyking-30a-boat-esc/380,Electronics,1.2k,Apr '13,0
Issue regarding running out of Analog ports on the Arduino,https://forum.openrov.com/t/issue-regarding-running-out-of-analog-ports-on-the-arduino/378,Electronics,340,Apr '13,1
Build Day notes 4/6/2013,https://forum.openrov.com/t/build-day-notes-4-6-2013/377,Open Talk,348,Apr '13,0
"Design for a Thruster pod, V1.0",https://forum.openrov.com/t/design-for-a-thruster-pod-v1-0/267,Open Talk,4.3k,Apr '13,37
A short circuit after some successful testing,https://forum.openrov.com/t/a-short-circuit-after-some-successful-testing/367,Open Talk,588,Apr '13,14
1st Post -A Thank You on my RPi Project,https://forum.openrov.com/t/1st-post-a-thank-you-on-my-rpi-project/374,Open Talk,344,Apr '13,4
Adding sensors,https://forum.openrov.com/t/adding-sensors/352,Software,849,Mar '13,7
Hubs needed,https://forum.openrov.com/t/hubs-needed/371,Open Talk,222,Mar '13,0
Tether Decision Tree,https://forum.openrov.com/t/tether-decision-tree/144,Hardware,3.5k,Mar '13,28
Thickness of acrylic used in the body,https://forum.openrov.com/t/thickness-of-acrylic-used-in-the-body/370,Open Talk,333,Mar '13,2
Help need to understand why I smoked a Motor,https://forum.openrov.com/t/help-need-to-understand-why-i-smoked-a-motor/365,Open Talk,325,Mar '13,9
What tools do you use to program the ROV?,https://forum.openrov.com/t/what-tools-do-you-use-to-program-the-rov/368,Software,337,Mar '13,1
Proposal: Move to nconf for configuration file managment,https://forum.openrov.com/t/proposal-move-to-nconf-for-configuration-file-managment/366,Software,321,Mar '13,0
Adding sensore,https://forum.openrov.com/t/adding-sensore/361,Electronics,595,Mar '13,3
VPRII-like Builds?,https://forum.openrov.com/t/vprii-like-builds/363,Open Talk,251,Mar '13,1
Where is node listening to ports?,https://forum.openrov.com/t/where-is-node-listening-to-ports/359,Software,309,Mar '13,5
Production of the e-chasis from printed circuit boards,https://forum.openrov.com/t/production-of-the-e-chasis-from-printed-circuit-boards/354,Electronics,347,Mar '13,1
Node.js install gets stuck,https://forum.openrov.com/t/node-js-install-gets-stuck/353,Software,273,Mar '13,1
O-rings silicone or nitrile rubber,https://forum.openrov.com/t/o-rings-silicone-or-nitrile-rubber/350,Open Talk,397,Mar '13,1
Where is latest Cockpit Software?,https://forum.openrov.com/t/where-is-latest-cockpit-software/347,Software,189,Mar '13,2
Method for waterproofing connectors using rapid prototyping & silicon molds,https://forum.openrov.com/t/method-for-waterproofing-connectors-using-rapid-prototyping-silicon-molds/344,Hardware,611,Mar '13,2
How best to get started,https://forum.openrov.com/t/how-best-to-get-started/312,Open Talk,837,Mar '13,20
Notes and Comments from the 9 March Build Day,https://forum.openrov.com/t/notes-and-comments-from-the-9-march-build-day/345,Open Talk,338,Mar '13,4
A different configuration for Alkaline battery packs,https://forum.openrov.com/t/a-different-configuration-for-alkaline-battery-packs/342,Open Talk,958,Mar '13,4
Video streaming options based on Dom’s findings,https://forum.openrov.com/t/video-streaming-options-based-on-doms-findings/338,Software,676,Mar '13,9
Arduino vs Cockpit customizations,https://forum.openrov.com/t/arduino-vs-cockpit-customizations/337,Software,497,Mar '13,2
Proposal for a new Software Architecture based on cooperating modules,https://forum.openrov.com/t/proposal-for-a-new-software-architecture-based-on-cooperating-modules/343,Software,356,Mar '13,4
Ping ball holder,https://forum.openrov.com/t/ping-ball-holder/341,Open Talk,325,Mar '13,1
Tips for the Electronics Tube Closing Caps,https://forum.openrov.com/t/tips-for-the-electronics-tube-closing-caps/70,Hardware,708,Mar '13,2
Basic Throttle limits in Arduino Software to fix brownouts,https://forum.openrov.com/t/basic-throttle-limits-in-arduino-software-to-fix-brownouts/308,Software,517,Mar '13,4
Driver Turnigy,https://forum.openrov.com/t/driver-turnigy/336,Electronics,263,Mar '13,0
Camera Upgrade Options,https://forum.openrov.com/t/camera-upgrade-options/335,Open Talk,534,Mar '13,1
Ideal Hobbyist Webcam,https://forum.openrov.com/t/ideal-hobbyist-webcam/1494,Electronics,2.8k,Mar '13,20
"Hydrodynamics: propeller diameter, rotor blade pitch, Rice nozzles, and matching a motor to all of “that”",https://forum.openrov.com/t/hydrodynamics-propeller-diameter-rotor-blade-pitch-rice-nozzles-and-matching-a-motor-to-all-of-that/288,Open Talk,1.5k,Mar '13,15
Are others having issues with transient signals causing motors and servo to pulse?,https://forum.openrov.com/t/are-others-having-issues-with-transient-signals-causing-motors-and-servo-to-pulse/330,Open Talk,140,Mar '13,2
Testing 800KV BLDC motor,https://forum.openrov.com/t/testing-800kv-bldc-motor/334,Open Talk,273,Mar '13,0
Loose terminal posts on Beaglebone board,https://forum.openrov.com/t/loose-terminal-posts-on-beaglebone-board/333,Electronics,388,Mar '13,1
Way to limit current and use xbox joystick controller full range,https://forum.openrov.com/t/way-to-limit-current-and-use-xbox-joystick-controller-full-range/320,Open Talk,424,Mar '13,7
Kit Tip: Calibrating the ESCs,https://forum.openrov.com/t/kit-tip-calibrating-the-escs/329,Open Talk,245,Feb '13,0
Motor wire awg,https://forum.openrov.com/t/motor-wire-awg/328,Open Talk,298,Feb '13,2
Laser Cut in Europe,https://forum.openrov.com/t/laser-cut-in-europe/230,Open Talk,321,Feb '13,1
Anybody got an extra piece of cast acrylic tubing? (4inchOD),https://forum.openrov.com/t/anybody-got-an-extra-piece-of-cast-acrylic-tubing-4inchod/327,Open Talk,292,Feb '13,1
Automated video resolution switching?,https://forum.openrov.com/t/automated-video-resolution-switching/326,Software,422,Feb '13,1
[PATCH] Reverse working with kit ESCs,https://forum.openrov.com/t/patch-reverse-working-with-kit-escs/309,Software,511,Feb '13,8
Make non-Xbox 360 gamepads work with OpenROV Cockpit,https://forum.openrov.com/t/make-non-xbox-360-gamepads-work-with-openrov-cockpit/324,Software,748,Feb '13,1
Programming ESCs,https://forum.openrov.com/t/programming-escs/321,Open Talk,497,Feb '13,13
ESC _reg,https://forum.openrov.com/t/esc--reg/323,Electronics,335,Feb '13,3
Syringes 309628 Available,https://forum.openrov.com/t/syringes-309628-available/325,Open Talk,409,Feb '13,0
6Volt output on esc into the ROVCape?,https://forum.openrov.com/t/6volt-output-on-esc-into-the-rovcape/244,Electronics,570,Feb '13,8
Forum category for events?,https://forum.openrov.com/t/forum-category-for-events/322,Open Talk,272,Feb '13,2
MS hd-5000 or Genius F100?,https://forum.openrov.com/t/ms-hd-5000-or-genius-f100/219,Electronics,341,Feb '13,2
New Crowndfunding for ROV,https://forum.openrov.com/t/new-crowndfunding-for-rov/311,Open Talk,315,Feb '13,2
Sourcing the M2 screws and nuts @ U.S. retailer,https://forum.openrov.com/t/sourcing-the-m2-screws-and-nuts-u-s-retailer/319,Open Talk,247,Feb '13,2
Architecture: OpenROVController management of telemetry data,https://forum.openrov.com/t/architecture-openrovcontroller-management-of-telemetry-data/318,Software,226,Feb '13,1
Serial numbers,https://forum.openrov.com/t/serial-numbers/317,Open Talk,361,Feb '13,3
Gerber Files,https://forum.openrov.com/t/gerber-files/316,Electronics,342,Feb '13,1
Beaglebone PRU help,https://forum.openrov.com/t/beaglebone-pru-help/310,Software,625,Feb '13,1
How many AMPS are needed to drive electronics + Motor,https://forum.openrov.com/t/how-many-amps-are-needed-to-drive-electronics-motor/285,Open Talk,704,Feb '13,7
Benelux area meeting in march,https://forum.openrov.com/t/benelux-area-meeting-in-march/307,Open Talk,251,Feb '13,0
Body only kit,https://forum.openrov.com/t/body-only-kit/306,Open Talk,324,Feb '13,0
Looking for a demo OpenROV,https://forum.openrov.com/t/looking-for-a-demo-openrov/301,Open Talk,403,Feb '13,3
Parts for sale,https://forum.openrov.com/t/parts-for-sale/205,Open Talk,487,Feb '13,2
Revisiting a Half-Duplex Tether,https://forum.openrov.com/t/revisiting-a-half-duplex-tether/303,Hardware,758,Feb '13,2
Multiple Cameras,https://forum.openrov.com/t/multiple-cameras/278,Electronics,889,Feb '13,2
"OpenROV & the RC Submarine, crossover of technology",https://forum.openrov.com/t/openrov-the-rc-submarine-crossover-of-technology/299,Open Talk,643,Feb '13,2
Alternative propulsion units,https://forum.openrov.com/t/alternative-propulsion-units/300,Open Talk,272,Feb '13,0
A Jig for Tether Testing,https://forum.openrov.com/t/a-jig-for-tether-testing/279,Hardware,2.4k,Feb '13,11
How to decide the underwater lens for the camera?,https://forum.openrov.com/t/how-to-decide-the-underwater-lens-for-the-camera/298,Open Talk,273,Feb '13,1
Battery pods,https://forum.openrov.com/t/battery-pods/289,Open Talk,320,Feb '13,2
Expanding Upon Cape,https://forum.openrov.com/t/expanding-upon-cape/295,Electronics,312,Feb '13,1
Getting neutral and a prop,https://forum.openrov.com/t/getting-neutral-and-a-prop/280,Open Talk,809,Feb '13,10
ROV Cape,https://forum.openrov.com/t/rov-cape/296,Electronics,288,Feb '13,0
Sensors,https://forum.openrov.com/t/sensors/60,Electronics,3.4k,Feb '13,14
Recovery following tether failure?,https://forum.openrov.com/t/recovery-following-tether-failure/78,Hardware,580,Feb '13,2
Is it ok to use a RC heli board as my main board? and how to watreproof motors other than a magnetic coupler?,https://forum.openrov.com/t/is-it-ok-to-use-a-rc-heli-board-as-my-main-board-and-how-to-watreproof-motors-other-than-a-magnetic-coupler/292,Electronics,219,Feb '13,3
OpenROV Simulator,https://forum.openrov.com/t/openrov-simulator/271,Open Talk,450,Feb '13,3
Where to start?,https://forum.openrov.com/t/where-to-start/282,Electronics,440,Feb '13,3
Getting Rid of Tether,https://forum.openrov.com/t/getting-rid-of-tether/88,Hardware,1.8k,Feb '13,36
It may be ugly,https://forum.openrov.com/t/it-may-be-ugly/283,Open Talk,328,Feb '13,5
Trying to make unit lighter,https://forum.openrov.com/t/trying-to-make-unit-lighter/281,Open Talk,267,Jan '13,2
Software needed,https://forum.openrov.com/t/software-needed/106,Open Talk,609,Jan '13,4
Servo,https://forum.openrov.com/t/servo/264,Electronics,375,Jan '13,2
Initial connection to the laptop,https://forum.openrov.com/t/initial-connection-to-the-laptop/273,Open Talk,1.2k,Jan '13,13
ETS balun placement,https://forum.openrov.com/t/ets-balun-placement/272,Open Talk,334,Jan '13,2
Notes from 1/19/13 Build Day,https://forum.openrov.com/t/notes-from-1-19-13-build-day/266,Open Talk,388,Jan '13,6
Connection problem (red light),https://forum.openrov.com/t/connection-problem-red-light/268,Electronics,734,Jan '13,7
Installation - common.gypi,https://forum.openrov.com/t/installation-common-gypi/241,Software,547,Jan '13,6
Where to Buy Tether,https://forum.openrov.com/t/where-to-buy-tether/261,Open Talk,397,Jan '13,4
Is there a post somewhere that covers wiring up the final cape in the kit?,https://forum.openrov.com/t/is-there-a-post-somewhere-that-covers-wiring-up-the-final-cape-in-the-kit/242,Open Talk,144,Jan '13,9
Molex Connector,https://forum.openrov.com/t/molex-connector/263,Electronics,308,Jan '13,2
Warning: End cap assembly,https://forum.openrov.com/t/warning-end-cap-assembly/262,Open Talk,228,Jan '13,0
Ultrasonic technology could eliminate need for tether,https://forum.openrov.com/t/ultrasonic-technology-could-eliminate-need-for-tether/218,Hardware,547,Jan '13,4
