name,url,replies,views,
How to make a image from the openrov source,https://forum.openrov.com/t/how-to-make-a-image-from-the-openrov-source/5503,0,419,"
             2017-04-22 10:50:11 UTC
           "
Possibility of transmitting depth sensor readings?,https://forum.openrov.com/t/possibility-of-transmitting-depth-sensor-readings/5461,1,572,"
             2017-04-08 19:06:32 UTC
           "
Difficulties streaming multiple webcams on BBB,https://forum.openrov.com/t/difficulties-streaming-multiple-webcams-on-bbb/4192,5,2.5k,"
             2016-04-15 01:06:55 UTC
           "
No idea on the new code,https://forum.openrov.com/t/no-idea-on-the-new-code/5408,1,499,"
             2017-03-25 01:53:14 UTC
           "
Compass problem with the first IMU (MPU 9150),https://forum.openrov.com/t/compass-problem-with-the-first-imu-mpu-9150/5382,0,427,"
             2017-03-19 20:27:08 UTC
           "
[SOLVED] Arduino IDE upload,https://forum.openrov.com/t/solved-arduino-ide-upload/5352,1,517,"
             2017-03-07 13:36:57 UTC
           "
Possibility of capturing/saving video using Raspberry Pi?,https://forum.openrov.com/t/possibility-of-capturing-saving-video-using-raspberry-pi/5297,4,1.4k,"
             2017-02-22 16:53:03 UTC
           "
Thruster Gain Settings,https://forum.openrov.com/t/thruster-gain-settings/5307,1,437,"
             2017-02-27 11:17:28 UTC
           "
Cockpit Simulator on Win10 - i2c.cc - error C1083: Cannot open include file: •sys/ioctl.hê,https://forum.openrov.com/t/cockpit-simulator-on-win10-i2c-cc-error-c1083-cannot-open-include-file-sys-ioctl-h/5150,0,736,"
             2017-01-13 18:52:56 UTC
           "
Hacking in raw IMU accelleration and mag values,https://forum.openrov.com/t/hacking-in-raw-imu-accelleration-and-mag-values/2888,28,6.8k,"
             2015-05-30 01:07:17 UTC
           "
How to forward packets with Raspberry Pi Wifi,https://forum.openrov.com/t/how-to-forward-packets-with-raspberry-pi-wifi/5054,3,795,"
             2016-12-07 17:08:38 UTC
           "
IMUV2.0 problems,https://forum.openrov.com/t/imuv2-0-problems/4047,14,3.5k,"
             2016-03-11 09:37:07 UTC
           "
How to remotelly control the motors using C++ code?,https://forum.openrov.com/t/how-to-remotelly-control-the-motors-using-c-code/2563,18,4.9k,"
             2015-03-18 00:42:27 UTC
           "
Can cameraês servo code works for another servo?,https://forum.openrov.com/t/can-cameras-servo-code-works-for-another-servo/5023,7,808,"
             2016-11-28 11:11:34 UTC
           "
How to open /src/static/testviews.html?,https://forum.openrov.com/t/how-to-open-src-static-testviews-html/5011,2,654,"
             2016-11-23 06:40:37 UTC
           "
Software guide step2,https://forum.openrov.com/t/software-guide-step2/5008,0,561,"
             2016-11-22 13:43:53 UTC
           "
Updating 30.1.0 doesnêt work,https://forum.openrov.com/t/updating-30-1-0-doesnt-work/5002,3,722,"
             2016-11-18 09:20:32 UTC
           "
Looking for the serial commands for the Arduino,https://forum.openrov.com/t/looking-for-the-serial-commands-for-the-arduino/4976,2,970,"
             2016-11-10 17:25:35 UTC
           "
Making c++ program into plugin,https://forum.openrov.com/t/making-c-program-into-plugin/4680,1,650,"
             2016-08-18 14:32:32 UTC
           "
New Developer Image ready with 30.1.0,https://forum.openrov.com/t/new-developer-image-ready-with-30-1-0/3003,14,3.4k,"
             2015-06-30 07:13:56 UTC
           "
OpenROV software intern interested in ROV computer vision projects,https://forum.openrov.com/t/openrov-software-intern-interested-in-rov-computer-vision-projects/4439,5,2.1k,"
             2016-06-13 16:56:13 UTC
           "
San Diego Vision Benchmark Suite / Octave Forge(Matlab),https://forum.openrov.com/t/san-diego-vision-benchmark-suite-octave-forge-matlab/4880,0,553,"
             2016-10-14 14:53:48 UTC
           "
On webserver add page to view real-time trends of several sensors on board,https://forum.openrov.com/t/on-webserver-add-page-to-view-real-time-trends-of-several-sensors-on-board/4770,2,547,"
             2016-09-19 13:39:05 UTC
           "
Is cloud9 cannot adjust the program source?,https://forum.openrov.com/t/is-cloud9-cannot-adjust-the-program-source/4796,1,532,"
             2016-09-24 11:55:10 UTC
           "
Raspberry Pi and ROS,https://forum.openrov.com/t/raspberry-pi-and-ros/495,3,1.5k,"
             2013-07-09 18:12:53 UTC
           "
Start to finish code help for displaying a sensor,https://forum.openrov.com/t/start-to-finish-code-help-for-displaying-a-sensor/4043,2,947,"
             2016-03-10 04:57:25 UTC
           "
ROV Software suite 30.1.0 roadmap (in progress),https://forum.openrov.com/t/rov-software-suite-30-1-0-roadmap-in-progress/4000,15,4.1k,"
             2016-03-01 18:24:45 UTC
           "
Programming the IMU/Compass/Depth Module,https://forum.openrov.com/t/programming-the-imu-compass-depth-module/4754,2,656,"
             2016-09-13 02:38:50 UTC
           "
Help on how to order the Telemetry data,https://forum.openrov.com/t/help-on-how-to-order-the-telemetry-data/3163,3,1.4k,"
             2015-08-06 21:22:13 UTC
           "
Reprogramming buttons or adding other function to the other buttons on F310 gamepad,https://forum.openrov.com/t/reprogramming-buttons-or-adding-other-function-to-the-other-buttons-on-f310-gamepad/4598,4,956,"
             2016-07-22 17:19:48 UTC
           "
OpenROV Software Stack ToDo list,https://forum.openrov.com/t/openrov-software-stack-todo-list/4567,2,1.1k,"
             2016-07-14 14:06:26 UTC
           "
Make the BNo055 Sensor sample in a more accurate way,https://forum.openrov.com/t/make-the-bno055-sensor-sample-in-a-more-accurate-way/4586,0,833,"
             2016-07-20 14:55:44 UTC
           "
Trident onboard Wifi Interface,https://forum.openrov.com/t/trident-onboard-wifi-interface/4546,7,1.4k,"
             2016-07-10 19:22:41 UTC
           "
"Problems with Android Tablets, Chrome, Gamepad",https://forum.openrov.com/t/problems-with-android-tablets-chrome-gamepad/4536,5,2.2k,"
             2016-07-08 01:55:04 UTC
           "
OpenROV adding motors,https://forum.openrov.com/t/openrov-adding-motors/4527,2,1.5k,"
             2016-07-06 07:47:12 UTC
           "
OpenROV 2.1 IP adress,https://forum.openrov.com/t/openrov-2-1-ip-adress/4437,1,1.0k,"
             2016-06-13 09:12:37 UTC
           "
Feature: fly-by-wire,https://forum.openrov.com/t/feature-fly-by-wire/2185,3,1.8k,"
             2015-02-05 06:56:20 UTC
           "
"Trident, Wifi Buoy, location through a GPS?",https://forum.openrov.com/t/trident-wifi-buoy-location-through-a-gps/4413,1,1.3k,"
             2016-06-07 14:21:40 UTC
           "
Adding a new key function to the OpenROV,https://forum.openrov.com/t/adding-a-new-key-function-to-the-openrov/4373,3,1.2k,"
             2016-05-25 16:25:22 UTC
           "
Adjusting camera settings,https://forum.openrov.com/t/adjusting-camera-settings/4353,0,961,"
             2016-05-20 16:17:42 UTC
           "
OpenROV webcam capture imaged,https://forum.openrov.com/t/openrov-webcam-capture-imaged/4331,6,1.5k,"
             2016-05-16 01:03:38 UTC
           "
How to store the raw video?,https://forum.openrov.com/t/how-to-store-the-raw-video/4338,0,828,"
             2016-05-17 11:29:21 UTC
           "
What does the Cockpit panel –Latency” mean?,https://forum.openrov.com/t/what-does-the-cockpit-panel-latency-mean/4325,1,861,"
             2016-05-15 07:06:14 UTC
           "
Feature: New UI theme based on webcomponents,https://forum.openrov.com/t/feature-new-ui-theme-based-on-webcomponents/2345,15,3.3k,"
             2015-02-24 12:21:36 UTC
           "
About: openrov-image-master.zip kpartx,https://forum.openrov.com/t/about-openrov-image-master-zip-kpartx/4154,9,1.4k,"
             2016-04-04 06:44:18 UTC
           "
Programming two camera,https://forum.openrov.com/t/programming-two-camera/4260,1,989,"
             2016-04-26 19:27:00 UTC
           "
Where the log file stored?,https://forum.openrov.com/t/where-the-log-file-stored/4252,1,630,"
             2016-04-25 09:07:04 UTC
           "
IMU Depth Sensor Library bug,https://forum.openrov.com/t/imu-depth-sensor-library-bug/4190,4,1.7k,"
             2016-04-13 21:07:00 UTC
           "
Photo capture questions re release 2.5-RC2,https://forum.openrov.com/t/photo-capture-questions-re-release-2-5-rc2/1057,17,1.9k,"
             2014-06-20 04:46:53 UTC
           "
Problem building the OpenROV image using Virtualbox and Vagrant,https://forum.openrov.com/t/problem-building-the-openrov-image-using-virtualbox-and-vagrant/600,4,983,"
             2013-10-28 18:09:53 UTC
           "
Unbalanced motor speed,https://forum.openrov.com/t/unbalanced-motor-speed/4155,3,942,"
             2016-04-05 03:32:06 UTC
           "
Adding a stepper motor controlled gripper,https://forum.openrov.com/t/adding-a-stepper-motor-controlled-gripper/4142,0,843,"
             2016-04-01 01:26:59 UTC
           "
Close loop control of motors,https://forum.openrov.com/t/close-loop-control-of-motors/4118,6,1.5k,"
             2016-03-23 01:23:31 UTC
           "
iPad control ? v2.0,https://forum.openrov.com/t/ipad-control-v2-0/1359,12,2.3k,"
             2014-12-19 07:33:33 UTC
           "
Add a Downward looking camera w PIP on topside!,https://forum.openrov.com/t/add-a-downward-looking-camera-w-pip-on-topside/3258,5,1.5k,"
             2015-09-01 21:46:12 UTC
           "
30.0.3 software release notes,https://forum.openrov.com/t/30-0-3-software-release-notes/3463,21,9.0k,"
             2015-10-08 02:07:28 UTC
           "
OpenRov IMU/Compass/Depth module using Arduino,https://forum.openrov.com/t/openrov-imu-compass-depth-module-using-arduino/3963,7,2.9k,"
             2016-02-24 13:51:50 UTC
           "
ROV Software Suite 30.0.3,https://forum.openrov.com/t/rov-software-suite-30-0-3/2184,20,4.4k,"
             2015-02-05 06:53:05 UTC
           "
"Cockpit themes, better looking",https://forum.openrov.com/t/cockpit-themes-better-looking/3900,4,1.2k,"
             2016-02-12 09:57:50 UTC
           "
[help]how to compile ROV source code?,https://forum.openrov.com/t/help-how-to-compile-rov-source-code/2681,28,5.2k,"
             2015-04-05 09:35:45 UTC
           "
How to debug the cockpit code on my laptop?,https://forum.openrov.com/t/how-to-debug-the-cockpit-code-on-my-laptop/3717,1,1.2k,"
             2015-12-29 07:57:52 UTC
           "
Joystick Control (HOTAS) and HUD/OSD,https://forum.openrov.com/t/joystick-control-hotas-and-hud-osd/162,9,3.6k,"
             2012-09-06 19:10:08 UTC
           "
Issue with latest openrov-cockpit git,https://forum.openrov.com/t/issue-with-latest-openrov-cockpit-git/3622,0,1.2k,"
             2015-11-23 18:11:50 UTC
           "
IMU/ Depth Sensor Implementation,https://forum.openrov.com/t/imu-depth-sensor-implementation/3967,1,999,"
             2016-02-24 19:27:03 UTC
           "
[SOLVED] Question about proportional control,https://forum.openrov.com/t/solved-question-about-proportional-control/3964,2,798,"
             2016-02-24 14:35:19 UTC
           "
Obstacle Avoiding OpenROV using an IMU and Laser-based Vision System (LVS),https://forum.openrov.com/t/obstacle-avoiding-openrov-using-an-imu-and-laser-based-vision-system-lvs/3618,10,3.2k,"
             2015-11-20 16:17:43 UTC
           "
Using OpenRov with an ABB IRB140 robotic arm,https://forum.openrov.com/t/using-openrov-with-an-abb-irb140-robotic-arm/3916,0,751,"
             2016-02-14 18:39:43 UTC
           "
"Trying to hack ROV pilot controls, NOT WORKING",https://forum.openrov.com/t/trying-to-hack-rov-pilot-controls-not-working/3879,0,820,"
             2016-02-08 03:40:24 UTC
           "
Video streaming using Beaglebone,https://forum.openrov.com/t/video-streaming-using-beaglebone/3859,3,1.0k,"
             2016-02-02 05:40:44 UTC
           "
Problem of installing Cloud9,https://forum.openrov.com/t/problem-of-installing-cloud9/3764,1,727,"
             2016-01-13 03:16:44 UTC
           "
How to debug the openrov-software-arduino-30.0.3 command format?,https://forum.openrov.com/t/how-to-debug-the-openrov-software-arduino-30-0-3-command-format/3639,4,1.8k,"
             2015-11-27 09:46:01 UTC
           "
Controlling a servo on pin D10 from cockpit,https://forum.openrov.com/t/controlling-a-servo-on-pin-d10-from-cockpit/3746,2,1.4k,"
             2016-01-07 12:17:14 UTC
           "
"Ipad control, again",https://forum.openrov.com/t/ipad-control-again/3733,5,1.7k,"
             2016-01-02 20:48:07 UTC
           "
Adding Lidar Distance Sensor to openROV 2.8,https://forum.openrov.com/t/adding-lidar-distance-sensor-to-openrov-2-8/3743,1,1.3k,"
             2016-01-06 07:04:11 UTC
           "
Feature: Change default keyboard control to be more like FPS games,https://forum.openrov.com/t/feature-change-default-keyboard-control-to-be-more-like-fps-games/2624,7,2.5k,"
             2015-03-25 18:27:28 UTC
           "
How to setup Eclipse to work with OpenRov code?,https://forum.openrov.com/t/how-to-setup-eclipse-to-work-with-openrov-code/3668,4,1.3k,"
             2015-12-07 21:50:08 UTC
           "
The version of Node.js install_,https://forum.openrov.com/t/the-version-of-node-js-install/3671,1,667,"
             2015-12-08 09:36:21 UTC
           "
How to start this project?,https://forum.openrov.com/t/how-to-start-this-project/3591,3,1.7k,"
             2015-11-11 02:15:38 UTC
           "
How to confirm the system is stable?,https://forum.openrov.com/t/how-to-confirm-the-system-is-stable/3604,2,1.0k,"
             2015-11-15 03:34:54 UTC
           "
Adding new commands,https://forum.openrov.com/t/adding-new-commands/3116,3,1.2k,"
             2015-07-26 19:43:52 UTC
           "
Cape-Abilities,https://forum.openrov.com/t/cape-abilities/373,8,1.1k,"
             2013-04-01 18:31:03 UTC
           "
We Did Translated Korean!,https://forum.openrov.com/t/we-did-translated-korean/3507,1,721,"
             2015-10-19 13:42:06 UTC
           "
How to change a theme for openrov 2.7?,https://forum.openrov.com/t/how-to-change-a-theme-for-openrov-2-7/3489,1,864,"
             2015-10-15 03:32:13 UTC
           "
"Hello~., This is a Korean Rov Team (SeeSea)",https://forum.openrov.com/t/hello-this-is-a-korean-rov-team-seesea/3482,3,1.1k,"
             2015-10-13 05:40:58 UTC
           "
Rotation issue when dive/emerge in Custom Frame ROV (using openrov hard/software),https://forum.openrov.com/t/rotation-issue-when-dive-emerge-in-custom-frame-rov-using-openrov-hard-software/3308,9,1.4k,"
             2015-09-15 09:07:01 UTC
           "
Gamepad - Sensitivity,https://forum.openrov.com/t/gamepad-sensitivity/1118,9,2.7k,"
             2014-07-25 09:27:22 UTC
           "
BETA 30.0.3 software pre-release,https://forum.openrov.com/t/beta-30-0-3-software-pre-release/3376,34,5.1k,"
             2015-09-23 01:23:27 UTC
           "
Python Notebook for controlling the ROV,https://forum.openrov.com/t/python-notebook-for-controlling-the-rov/1071,4,2.0k,"
             2014-06-30 03:31:41 UTC
           "
Installing a Plugin using the Developed Guide,https://forum.openrov.com/t/installing-a-plugin-using-the-developed-guide/3340,1,877,"
             2015-09-18 18:08:13 UTC
           "
"3D FPV with Google Cardboard, Oculus Rift and more",https://forum.openrov.com/t/3d-fpv-with-google-cardboard-oculus-rift-and-more/1206,13,7.6k,"
             2014-09-21 18:24:25 UTC
           "
Cannot SSH into Beaglebone,https://forum.openrov.com/t/cannot-ssh-into-beaglebone/3256,2,3.4k,"
             2015-08-31 18:32:05 UTC
           "
OpenROV Software 30.0.0 Installation Notes,https://forum.openrov.com/t/openrov-software-30-0-0-installation-notes/2735,14,5.4k,"
             2015-04-16 23:10:59 UTC
           "
Disabling the FPS counter,https://forum.openrov.com/t/disabling-the-fps-counter/3241,0,752,"
             2015-08-28 02:52:11 UTC
           "
Speed control ROV motors,https://forum.openrov.com/t/speed-control-rov-motors/2997,11,2.1k,"
             2015-06-29 10:35:17 UTC
           "
Upgrading unix kernel to eliminate camera lag issues,https://forum.openrov.com/t/upgrading-unix-kernel-to-eliminate-camera-lag-issues/1105,10,1.4k,"
             2014-07-14 21:13:57 UTC
           "
Documentation for source code,https://forum.openrov.com/t/documentation-for-source-code/3140,4,1.2k,"
             2015-07-31 08:51:37 UTC
           "
ROV Suite 30.0.2 released,https://forum.openrov.com/t/rov-suite-30-0-2-released/3046,15,5.4k,"
             2015-07-09 17:53:21 UTC
           "
Process of creating an OpenROV plugin,https://forum.openrov.com/t/process-of-creating-an-openrov-plugin/3098,0,886,"
             2015-07-22 14:58:47 UTC
           "
Add new sensor - arduino code,https://forum.openrov.com/t/add-new-sensor-arduino-code/3076,3,1.3k,"
             2015-07-16 22:15:49 UTC
           "
Design for control API of OpenROV,https://forum.openrov.com/t/design-for-control-api-of-openrov/3002,5,1.4k,"
             2015-06-30 06:37:21 UTC
           "
v30.0.0 ROV FLASH image,https://forum.openrov.com/t/v30-0-0-rov-flash-image/3037,0,772,"
             2015-07-07 15:10:15 UTC
           "
How I develop directly on the beaglebone,https://forum.openrov.com/t/how-i-develop-directly-on-the-beaglebone/2730,8,1.8k,"
             2015-04-14 22:01:36 UTC
           "
Trouble connecting with new Dev Img 30.1.0,https://forum.openrov.com/t/trouble-connecting-with-new-dev-img-30-1-0/3013,10,1.2k,"
             2015-07-01 20:59:47 UTC
           "
Investigating WebRTC MCU solution for tele-robotics applications,https://forum.openrov.com/t/investigating-webrtc-mcu-solution-for-tele-robotics-applications/2195,7,4.4k,"
             2015-02-06 00:16:38 UTC
           "
Auto Boot from SD?,https://forum.openrov.com/t/auto-boot-from-sd/2987,2,2.1k,"
             2015-06-24 21:58:30 UTC
           "
Multiple Cameras,https://forum.openrov.com/t/multiple-cameras/357,7,1.5k,"
             2013-03-15 02:35:49 UTC
           "
Auto-Exposure Function on the Webcam in the BeagleBone,https://forum.openrov.com/t/auto-exposure-function-on-the-webcam-in-the-beaglebone/2847,1,785,"
             2015-05-20 05:54:58 UTC
           "
Cloud9 IDE Issue,https://forum.openrov.com/t/cloud9-ide-issue/2752,1,827,"
             2015-04-22 16:46:03 UTC
           "
Updating software on vanilla 2.5.1 image,https://forum.openrov.com/t/updating-software-on-vanilla-2-5-1-image/2779,1,830,"
             2015-04-30 21:48:10 UTC
           "
New to OpenROV // Question on Cloud9 connection to Beaglebone // to edit Arduino files,https://forum.openrov.com/t/new-to-openrov-question-on-cloud9-connection-to-beaglebone-to-edit-arduino-files/1347,3,1.2k,"
             2014-12-07 09:31:46 UTC
           "
Photos,https://forum.openrov.com/t/photos/735,9,1.2k,"
             2014-01-12 02:02:59 UTC
           "
BETA for OpenROV Image 30.0.0,https://forum.openrov.com/t/beta-for-openrov-image-30-0-0/2552,19,3.0k,"
             2015-03-16 03:30:34 UTC
           "
Invitation OpenROV Connect/Liveview Private Beta (limited spots),https://forum.openrov.com/t/invitation-openrov-connect-liveview-private-beta-limited-spots/2716,0,956,"
             2015-04-13 21:00:15 UTC
           "
MOOS and ROS,https://forum.openrov.com/t/moos-and-ros/684,1,1.4k,"
             2013-12-17 17:52:37 UTC
           "
[Plugin] CurlAPI,https://forum.openrov.com/t/plugin-curlapi/2658,0,730,"
             2015-03-31 05:39:09 UTC
           "
Quick Start of OpenROV,https://forum.openrov.com/t/quick-start-of-openrov/2630,5,1.1k,"
             2015-03-27 00:48:41 UTC
           "
How to compile arduino code on Arduino IDE,https://forum.openrov.com/t/how-to-compile-arduino-code-on-arduino-ide/2487,6,1.7k,"
             2015-03-05 06:30:59 UTC
           "
Photo Menu Issue,https://forum.openrov.com/t/photo-menu-issue/2521,2,782,"
             2015-03-10 08:16:38 UTC
           "
Where in the code is the control of the 6x servo / ESC?,https://forum.openrov.com/t/where-in-the-code-is-the-control-of-the-6x-servo-esc/2494,4,829,"
             2015-03-05 22:00:57 UTC
           "
Re writing software using micro sdhc?,https://forum.openrov.com/t/re-writing-software-using-micro-sdhc/2435,1,538,"
             2015-03-02 19:18:00 UTC
           "
Programming the beaglebone,https://forum.openrov.com/t/programming-the-beaglebone/2320,1,980,"
             2015-02-20 19:28:56 UTC
           "
Google Summer of Code Ideas,https://forum.openrov.com/t/google-summer-of-code-ideas/2322,11,3.0k,"
             2015-02-20 21:50:54 UTC
           "
Google Summer of Code 2015 Application,https://forum.openrov.com/t/google-summer-of-code-2015-application/2172,5,1.6k,"
             2015-02-04 01:16:14 UTC
           "
Most recent Release,https://forum.openrov.com/t/most-recent-release/2277,1,570,"
             2015-02-17 20:35:18 UTC
           "
Video Recording,https://forum.openrov.com/t/video-recording/2271,2,847,"
             2015-02-15 22:31:04 UTC
           "
Software update guide?,https://forum.openrov.com/t/software-update-guide/369,30,2.6k,"
             2013-03-26 19:43:19 UTC
           "
Choosing a tool to document the OpenROV APIs,https://forum.openrov.com/t/choosing-a-tool-to-document-the-openrov-apis/2220,0,951,"
             2015-02-08 01:42:05 UTC
           "
Feature: rov profiles,https://forum.openrov.com/t/feature-rov-profiles/2187,0,639,"
             2015-02-05 07:05:25 UTC
           "
Feature: external lights plugin,https://forum.openrov.com/t/feature-external-lights-plugin/2186,0,877,"
             2015-02-05 06:59:32 UTC
           "
Programming laptop interface and beaglebone 2.7 build,https://forum.openrov.com/t/programming-laptop-interface-and-beaglebone-2-7-build/2111,1,764,"
             2015-01-20 01:27:53 UTC
           "
Controlling OpenROV with a 3D mouse,https://forum.openrov.com/t/controlling-openrov-with-a-3d-mouse/161,2,1.6k,"
             2012-09-06 02:18:06 UTC
           "
Surface Control,https://forum.openrov.com/t/surface-control/2029,1,557,"
             2014-08-19 19:22:31 UTC
           "
Which programmer skill needed?,https://forum.openrov.com/t/which-programmer-skill-needed/2154,1,777,"
             2015-02-03 02:07:39 UTC
           "
Configuring XBOX controller,https://forum.openrov.com/t/configuring-xbox-controller/2121,1,766,"
             2015-01-23 12:21:43 UTC
           "
Adding plugin to Cockpit,https://forum.openrov.com/t/adding-plugin-to-cockpit/1390,1,617,"
             2015-01-15 19:25:01 UTC
           "
Motion tracked glasses,https://forum.openrov.com/t/motion-tracked-glasses/1384,2,871,"
             2015-01-09 00:57:35 UTC
           "
Motors donêt work in adding Autonomous toggle to Cockpit UI interface,https://forum.openrov.com/t/motors-dont-work-in-adding-autonomous-toggle-to-cockpit-ui-interface/1372,2,742,"
             2014-12-30 22:30:23 UTC
           "
Problem with IMU/Depth Module,https://forum.openrov.com/t/problem-with-imu-depth-module/784,20,3.0k,"
             2014-02-06 18:49:50 UTC
           "
Setting up using ubuntu 14.4,https://forum.openrov.com/t/setting-up-using-ubuntu-14-4/1340,6,851,"
             2014-11-29 08:53:14 UTC
           "
Reducing mjpg-streamer delay,https://forum.openrov.com/t/reducing-mjpg-streamer-delay/445,11,3.7k,"
             2013-05-27 23:00:24 UTC
           "
Using ubuntu,https://forum.openrov.com/t/using-ubuntu/1339,0,439,"
             2014-11-28 21:20:53 UTC
           "
Survey: How well does you gamepad work with this test page?,https://forum.openrov.com/t/survey-how-well-does-you-gamepad-work-with-this-test-page/376,7,2.9k,"
             2013-04-05 06:41:21 UTC
           "
Wind32 Disk Imager Issues,https://forum.openrov.com/t/wind32-disk-imager-issues/1324,0,389,"
             2014-11-20 07:34:39 UTC
           "
Github Status: Master being merged,https://forum.openrov.com/t/github-status-master-being-merged/1202,6,497,"
             2014-09-20 01:41:26 UTC
           "
"Updated, now having difficulty connecting camera - have to •reload arduino from cardê then restart chrome",https://forum.openrov.com/t/updated-now-having-difficulty-connecting-camera-have-to-reload-arduino-from-card-then-restart-chrome/1308,5,417,"
             2014-11-10 04:58:31 UTC
           "
Removing touch screen buttons on toughbooks,https://forum.openrov.com/t/removing-touch-screen-buttons-on-toughbooks/1291,1,435,"
             2014-11-04 07:40:36 UTC
           "
Getting WebRTC compiled for ARM,https://forum.openrov.com/t/getting-webrtc-compiled-for-arm/1299,1,1.6k,"
             2014-11-07 22:22:51 UTC
           "
Multiple Programming Problems with v2.6 ROV,https://forum.openrov.com/t/multiple-programming-problems-with-v2-6-rov/1293,0,323,"
             2014-11-04 19:09:30 UTC
           "
Cloud9 - Problem viewing files,https://forum.openrov.com/t/cloud9-problem-viewing-files/1286,1,456,"
             2014-11-01 18:40:06 UTC
           "
How to see which software version Iêm running?,https://forum.openrov.com/t/how-to-see-which-software-version-im-running/1221,2,779,"
             2014-10-02 14:18:44 UTC
           "
Urgent - Using Putty to SSH,https://forum.openrov.com/t/urgent-using-putty-to-ssh/1222,1,1.4k,"
             2014-10-02 22:47:59 UTC
           "
Video Ethernet not working,https://forum.openrov.com/t/video-ethernet-not-working/1184,4,840,"
             2014-09-03 19:56:13 UTC
           "
Programming help for sensors addition,https://forum.openrov.com/t/programming-help-for-sensors-addition/1124,11,1.4k,"
             2014-08-01 10:02:48 UTC
           "
Getting Started with the Software,https://forum.openrov.com/t/getting-started-with-the-software/1190,3,513,"
             2014-09-08 13:56:16 UTC
           "
Need to keep uploading Firmware to make OpenROV work,https://forum.openrov.com/t/need-to-keep-uploading-firmware-to-make-openrov-work/1173,4,765,"
             2014-08-25 16:44:21 UTC
           "
[SOLVED] OpenROV Image build #35 of master is DOA,https://forum.openrov.com/t/solved-openrov-image-build-35-of-master-is-doa/1163,4,397,"
             2014-08-20 23:45:20 UTC
           "
Please i NEED HELP!,https://forum.openrov.com/t/please-i-need-help/1154,0,532,"
             2014-08-18 14:59:25 UTC
           "
Need to verify hardware is working,https://forum.openrov.com/t/need-to-verify-hardware-is-working/1151,1,320,"
             2014-08-17 00:06:18 UTC
           "
How can I use the DC motors with the Arduino controller board,https://forum.openrov.com/t/how-can-i-use-the-dc-motors-with-the-arduino-controller-board/1152,2,421,"
             2014-08-17 02:20:36 UTC
           "
[Duplicate] Current imageês ttyO1 not working on BeagleBone white?,https://forum.openrov.com/t/duplicate-current-images-ttyo1-not-working-on-beaglebone-white/1141,3,251,"
             2014-08-11 17:49:08 UTC
           "
Github question?,https://forum.openrov.com/t/github-question/1135,1,336,"
             2014-08-09 11:52:34 UTC
           "
Software Plan Week of August 4th - 11th,https://forum.openrov.com/t/software-plan-week-of-august-4th-11th/1129,7,399,"
             2014-08-05 17:16:44 UTC
           "
Reorganizing directory structure of the image,https://forum.openrov.com/t/reorganizing-directory-structure-of-the-image/1120,0,481,"
             2014-07-27 06:47:46 UTC
           "
Tether,https://forum.openrov.com/t/tether/1112,9,462,"
             2014-07-22 01:50:43 UTC
           "
Avoiding a Voltage drop Rebbot of the BB,https://forum.openrov.com/t/avoiding-a-voltage-drop-rebbot-of-the-bb/992,7,812,"
             2014-05-15 09:20:20 UTC
           "
Gamepad control,https://forum.openrov.com/t/gamepad-control/269,18,5.7k,"
             2013-01-23 16:41:03 UTC
           "
–Follow Me” Mode - UAV and ROV coupling using telemetry and GPS,https://forum.openrov.com/t/follow-me-mode-uav-and-rov-coupling-using-telemetry-and-gps/1104,0,1.0k,"
             2014-07-14 20:16:57 UTC
           "
Giving Open-ROV Pre-planned trajectory,https://forum.openrov.com/t/giving-open-rov-pre-planned-trajectory/1094,2,342,"
             2014-07-09 20:28:21 UTC
           "
Software Plan: Week July 7th - July 13 2014,https://forum.openrov.com/t/software-plan-week-july-7th-july-13-2014/1096,1,332,"
             2014-07-09 22:18:50 UTC
           "
InvenSense released full 9-axis on chip fusion library,https://forum.openrov.com/t/invensense-released-full-9-axis-on-chip-fusion-library/1095,0,657,"
             2014-07-09 22:07:16 UTC
           "
How to implement a PID controller on OpenRov,https://forum.openrov.com/t/how-to-implement-a-pid-controller-on-openrov/1069,3,1.2k,"
             2014-06-29 19:07:18 UTC
           "
Software Plan: Week June 31st - July 6th 2014,https://forum.openrov.com/t/software-plan-week-june-31st-july-6th-2014/1076,2,349,"
             2014-07-01 14:34:57 UTC
           "
Coming next: Heads Up Menu to control features via gamepad,https://forum.openrov.com/t/coming-next-heads-up-menu-to-control-features-via-gamepad/1077,0,332,"
             2014-07-01 17:52:21 UTC
           "
2.5 Release image refresh released,https://forum.openrov.com/t/2-5-release-image-refresh-released/1070,0,280,"
             2014-06-29 21:46:57 UTC
           "
Software Plan: Week June 13th - June 30 2014,https://forum.openrov.com/t/software-plan-week-june-13th-june-30-2014/1061,1,480,"
             2014-06-23 22:36:24 UTC
           "
Google Glasses & Eyewear,https://forum.openrov.com/t/google-glasses-eyewear/1026,9,1.4k,"
             2014-05-29 00:12:32 UTC
           "
Software Plan: Week June 16th - June 22 2014,https://forum.openrov.com/t/software-plan-week-june-16th-june-22-2014/1056,0,381,"
             2014-06-19 11:28:02 UTC
           "
Adjusting YAW values,https://forum.openrov.com/t/adjusting-yaw-values/1049,2,650,"
             2014-06-13 17:44:18 UTC
           "
IMU not working,https://forum.openrov.com/t/imu-not-working/1046,0,429,"
             2014-06-12 00:41:52 UTC
           "
