name,url,,,
Rov Thrusters and motor questions,https://forum.openrov.com/t/rov-thrusters-and-motor-questions/4495,3,2.1k,"
             2016-06-28 02:49:30 UTC
           "
Manufacturing a shell for deep dives at 1000m+,https://forum.openrov.com/t/manufacturing-a-shell-for-deep-dives-at-1000m/4197,7,2.7k,"
             2016-04-15 19:46:46 UTC
           "
We glued syringe in backwards. Now what?,https://forum.openrov.com/t/we-glued-syringe-in-backwards-now-what/4051,5,1.8k,"
             2016-03-12 04:06:21 UTC
           "
Battery Tubes for Deep ROVs,https://forum.openrov.com/t/battery-tubes-for-deep-rovs/4013,7,2.6k,"
             2016-03-04 22:39:27 UTC
           "
Waterproofing Go-Pro,https://forum.openrov.com/t/waterproofing-go-pro/4010,1,1.0k,"
             2016-03-03 22:38:55 UTC
           "
Suggestions on waterproofing motor,https://forum.openrov.com/t/suggestions-on-waterproofing-motor/4001,2,1.3k,"
             2016-01-23 09:03:00 UTC
           "
Tether modification,https://forum.openrov.com/t/tether-modification/3793,22,4.5k,"
             2016-01-17 14:12:40 UTC
           "
A reel way to manage your tether!,https://forum.openrov.com/t/a-reel-way-to-manage-your-tether/1115,13,4.5k,"
             2014-07-23 20:02:41 UTC
           "
Deep ROV Files That I used,https://forum.openrov.com/t/deep-rov-files-that-i-used/3609,11,2.9k,"
             2015-11-16 18:06:35 UTC
           "
OPEN ROV 2.6 #1206 and the over-engineered tether management,https://forum.openrov.com/t/open-rov-2-6-1206-and-the-over-engineered-tether-management/3526,5,2.3k,"
             2015-10-22 19:57:49 UTC
           "
Termination of Neutrally Buoyant Tether,https://forum.openrov.com/t/termination-of-neutrally-buoyant-tether/3458,10,3.1k,"
             2015-10-06 22:04:43 UTC
           "
[SOLVED] Is the neutrally buoyant tether still for sale,https://forum.openrov.com/t/solved-is-the-neutrally-buoyant-tether-still-for-sale/3210,4,1.5k,"
             2015-08-21 23:22:00 UTC
           "
Stripping insulation before potting wires?,https://forum.openrov.com/t/stripping-insulation-before-potting-wires/3304,1,1.1k,"
             2015-09-14 20:43:30 UTC
           "
Keeping condensation from blocking camera view,https://forum.openrov.com/t/keeping-condensation-from-blocking-camera-view/1196,10,2.8k,"
             2014-09-16 09:02:36 UTC
           "
Assembling questions,https://forum.openrov.com/t/assembling-questions/3129,12,1.5k,"
             2015-07-29 08:43:16 UTC
           "
Gas compensation?,https://forum.openrov.com/t/gas-compensation/560,5,1.4k,"
             2013-09-04 00:00:30 UTC
           "
Tether reel guide,https://forum.openrov.com/t/tether-reel-guide/2155,1,1.4k,"
             2015-02-03 02:40:23 UTC
           "
Electrical Slip Ring for the Tether,https://forum.openrov.com/t/electrical-slip-ring-for-the-tether/349,26,5.0k,"
             2013-03-12 23:19:51 UTC
           "
What is the tether voltage used for?,https://forum.openrov.com/t/what-is-the-tether-voltage-used-for/1030,4,1.3k,"
             2014-06-02 14:33:20 UTC
           "
Tether material testing and wet plugs,https://forum.openrov.com/t/tether-material-testing-and-wet-plugs/842,5,1.0k,"
             2014-03-04 03:22:27 UTC
           "
Off-the-Shelf Tether Management System,https://forum.openrov.com/t/off-the-shelf-tether-management-system/1101,3,2.6k,"
             2014-07-12 05:51:14 UTC
           "
Antenna for GSM/Wifi,https://forum.openrov.com/t/antenna-for-gsm-wifi/149,4,1.2k,"
             2012-08-17 21:21:05 UTC
           "
How deep can I take the V2.6?,https://forum.openrov.com/t/how-deep-can-i-take-the-v2-6/938,4,1.1k,"
             2014-04-22 09:19:12 UTC
           "
Tether with 2 twisted pairs again: lessons learned,https://forum.openrov.com/t/tether-with-2-twisted-pairs-again-lessons-learned/2912,0,1.0k,"
             2015-06-07 10:10:38 UTC
           "
Semi-permanent sealing of battery tube,https://forum.openrov.com/t/semi-permanent-sealing-of-battery-tube/2903,10,1.7k,"
             2015-06-03 19:57:41 UTC
           "
Confused with OpenROV Building Tutorial,https://forum.openrov.com/t/confused-with-openrov-building-tutorial/2901,3,1.2k,"
             2015-06-03 04:26:56 UTC
           "
Water/pressure proofing a pressure sensor,https://forum.openrov.com/t/water-pressure-proofing-a-pressure-sensor/803,10,9.6k,"
             2014-02-12 11:47:22 UTC
           "
Anyone adding buoyancy to the tether?,https://forum.openrov.com/t/anyone-adding-buoyancy-to-the-tether/2791,2,1.2k,"
             2015-05-05 02:27:33 UTC
           "
3d Printed pressure hull in ABS,https://forum.openrov.com/t/3d-printed-pressure-hull-in-abs/2647,3,1.7k,"
             2015-03-28 18:11:04 UTC
           "
Implosion of my OpenROV 2.7,https://forum.openrov.com/t/implosion-of-my-openrov-2-7/2279,3,1.7k,"
             2015-02-17 20:44:02 UTC
           "
Tether twister,https://forum.openrov.com/t/tether-twister/1188,4,1.4k,"
             2014-09-07 11:15:24 UTC
           "
Wire feedthrough/bulkhead idea. Any feedback?,https://forum.openrov.com/t/wire-feedthrough-bulkhead-idea-any-feedback/2328,1,1.1k,"
             2015-02-22 18:21:42 UTC
           "
O-ring loose,https://forum.openrov.com/t/o-ring-loose/935,5,1.2k,"
             2014-04-21 12:39:44 UTC
           "
PVC Tether Reel PSA,https://forum.openrov.com/t/pvc-tether-reel-psa/2181,1,1.2k,"
             2015-02-05 00:49:14 UTC
           "
Crush depth of tubing,https://forum.openrov.com/t/crush-depth-of-tubing/118,26,4.2k,"
             2012-07-27 12:15:36 UTC
           "
Pressure Calculations,https://forum.openrov.com/t/pressure-calculations/33,7,2.1k,"
             2011-08-13 09:24:03 UTC
           "
"Pressure compensator, fluid filled solutions",https://forum.openrov.com/t/pressure-compensator-fluid-filled-solutions/2228,2,2.0k,"
             2015-02-09 15:54:22 UTC
           "
West Systems Epoxy - Anyone?,https://forum.openrov.com/t/west-systems-epoxy-anyone/1383,3,1.2k,"
             2015-01-08 15:47:25 UTC
           "
Inrunner motor waterproofing,https://forum.openrov.com/t/inrunner-motor-waterproofing/2021,0,738,"
             2014-08-07 18:05:32 UTC
           "
A more durable tether?,https://forum.openrov.com/t/a-more-durable-tether/2127,1,889,"
             2015-01-28 01:16:09 UTC
           "
Simple way to increase the depth capability of Atmospheric Housings,https://forum.openrov.com/t/simple-way-to-increase-the-depth-capability-of-atmospheric-housings/103,9,1.7k,"
             2012-07-13 21:11:37 UTC
           "
Initial test of replacement battery tube end caps with large o-ring,https://forum.openrov.com/t/initial-test-of-replacement-battery-tube-end-caps-with-large-o-ring/971,3,926,"
             2014-05-07 05:31:57 UTC
           "
Neoprene cement for extra waterproofing,https://forum.openrov.com/t/neoprene-cement-for-extra-waterproofing/1358,0,762,"
             2014-12-18 22:38:58 UTC
           "
Replacement Topside Adapter Tenda V1 -> V2,https://forum.openrov.com/t/replacement-topside-adapter-tenda-v1-v2/1352,5,1.5k,"
             2014-12-12 08:00:30 UTC
           "
Signal interference between multiple ROVs,https://forum.openrov.com/t/signal-interference-between-multiple-rovs/1345,4,1.3k,"
             2014-12-05 00:02:59 UTC
           "
Ethernet instead twisted pair,https://forum.openrov.com/t/ethernet-instead-twisted-pair/1313,2,1.1k,"
             2014-11-12 21:01:00 UTC
           "
Waterproofing the electronics,https://forum.openrov.com/t/waterproofing-the-electronics/1314,2,1.1k,"
             2014-11-12 21:51:44 UTC
           "
Pressure Testing Results!,https://forum.openrov.com/t/pressure-testing-results/2053,3,1.7k,"
             2014-10-17 21:02:26 UTC
           "
More information about the topside adapter board,https://forum.openrov.com/t/more-information-about-the-topside-adapter-board/1205,1,757,"
             2014-09-21 01:10:23 UTC
           "
Seawater vs. Brushless Motors,https://forum.openrov.com/t/seawater-vs-brushless-motors/35,23,12.0k,"
             2011-09-07 17:47:02 UTC
           "
Wire Selection for the Tether,https://forum.openrov.com/t/wire-selection-for-the-tether/332,28,4.8k,"
             2013-03-02 01:52:10 UTC
           "
Electronics tube Condensation example,https://forum.openrov.com/t/electronics-tube-condensation-example/457,2,1.0k,"
             2013-06-03 19:58:42 UTC
           "
Tenda homeplug problem,https://forum.openrov.com/t/tenda-homeplug-problem/1009,0,1.0k,"
             2014-05-20 03:20:01 UTC
           "
Sphere as the main electronic housing,https://forum.openrov.com/t/sphere-as-the-main-electronic-housing/970,0,626,"
             2014-05-07 04:52:49 UTC
           "
Hermeticity prove of the electronics tube,https://forum.openrov.com/t/hermeticity-prove-of-the-electronics-tube/948,1,842,"
             2014-04-29 17:48:46 UTC
           "
Communication problems using Homeplug Adapters,https://forum.openrov.com/t/communication-problems-using-homeplug-adapters/918,6,1.5k,"
             2014-04-14 22:59:05 UTC
           "
Potted Pass-Through,https://forum.openrov.com/t/potted-pass-through/25,26,4.8k,"
             2011-02-19 22:37:23 UTC
           "
Alternative to Optical fiber slip ring approach,https://forum.openrov.com/t/alternative-to-optical-fiber-slip-ring-approach/257,9,1.6k,"
             2013-01-10 16:32:32 UTC
           "
3d printed electronics tube caps with PLA,https://forum.openrov.com/t/3d-printed-electronics-tube-caps-with-pla/826,3,1.0k,"
             2014-02-24 23:44:07 UTC
           "
Water Testing Container?,https://forum.openrov.com/t/water-testing-container/894,4,733,"
             2014-04-05 23:42:23 UTC
           "
Inductive Coil for Detachable Tether,https://forum.openrov.com/t/inductive-coil-for-detachable-tether/917,0,611,"
             2014-04-14 20:22:28 UTC
           "
Check motor waterproofing,https://forum.openrov.com/t/check-motor-waterproofing/914,2,565,"
             2014-04-13 16:26:06 UTC
           "
Tether extension,https://forum.openrov.com/t/tether-extension/906,1,605,"
             2014-04-10 07:40:12 UTC
           "
Homeplug to Tenda,https://forum.openrov.com/t/homeplug-to-tenda/882,2,836,"
             2014-03-24 15:56:00 UTC
           "
Homemade sea water for testing an ROV,https://forum.openrov.com/t/homemade-sea-water-for-testing-an-rov/873,0,2.7k,"
             2014-03-18 22:52:40 UTC
           "
Thinking of sending DC voltage down cable,https://forum.openrov.com/t/thinking-of-sending-dc-voltage-down-cable/284,12,5.2k,"
             2013-02-01 15:59:55 UTC
           "
Fiber optic,https://forum.openrov.com/t/fiber-optic/619,3,968,"
             2013-11-07 16:22:48 UTC
           "
What is the main criteria affects depth rating?,https://forum.openrov.com/t/what-is-the-main-criteria-affects-depth-rating/778,2,1.1k,"
             2014-02-04 08:09:43 UTC
           "
Cable management while driving,https://forum.openrov.com/t/cable-management-while-driving/543,13,1.7k,"
             2013-08-21 15:46:57 UTC
           "
Water leak through potted wires,https://forum.openrov.com/t/water-leak-through-potted-wires/755,5,1.1k,"
             2014-01-22 05:17:17 UTC
           "
Protecting a sonar circuit board at 3000 ft,https://forum.openrov.com/t/protecting-a-sonar-circuit-board-at-3000-ft/731,14,2.0k,"
             2014-01-10 11:53:38 UTC
           "
Non conductive liquid,https://forum.openrov.com/t/non-conductive-liquid/671,9,1.5k,"
             2013-12-07 21:55:21 UTC
           "
Design suggestion for a tight (in both way) and easy to open flange,https://forum.openrov.com/t/design-suggestion-for-a-tight-in-both-way-and-easy-to-open-flange/693,3,635,"
             2013-12-20 16:48:19 UTC
           "
Considering VDSL2 tether,https://forum.openrov.com/t/considering-vdsl2-tether/304,9,1.2k,"
             2013-02-12 10:33:25 UTC
           "
Water entering the tube,https://forum.openrov.com/t/water-entering-the-tube/664,4,475,"
             2013-12-04 21:52:27 UTC
           "
Using Latex Balloon to seal tube instead of Teflon,https://forum.openrov.com/t/using-latex-balloon-to-seal-tube-instead-of-teflon/625,3,1.6k,"
             2013-11-10 06:07:57 UTC
           "
Some pressure calculations:,https://forum.openrov.com/t/some-pressure-calculations/665,0,387,"
             2013-12-05 16:48:00 UTC
           "
Confusion on Homeplug adapter,https://forum.openrov.com/t/confusion-on-homeplug-adapter/630,2,558,"
             2013-11-15 08:06:35 UTC
           "
Ethernet POE Option,https://forum.openrov.com/t/ethernet-poe-option/626,0,598,"
             2013-11-10 16:26:24 UTC
           "
Disconnectable tether using homeplug adapter?,https://forum.openrov.com/t/disconnectable-tether-using-homeplug-adapter/617,3,465,"
             2013-11-07 13:04:12 UTC
           "
Single wire tether,https://forum.openrov.com/t/single-wire-tether/184,9,2.2k,"
             2012-10-14 12:55:23 UTC
           "
Electronics Tube Flaw,https://forum.openrov.com/t/electronics-tube-flaw/608,2,610,"
             2013-11-02 06:56:47 UTC
           "
Pressure compensation using mineral oil?,https://forum.openrov.com/t/pressure-compensation-using-mineral-oil/138,16,5.6k,"
             2012-08-04 16:16:06 UTC
           "
Damaging is easy,https://forum.openrov.com/t/damaging-is-easy/558,6,580,"
             2013-09-03 11:06:41 UTC
           "
Homeplug adapter,https://forum.openrov.com/t/homeplug-adapter/535,7,875,"
             2013-08-18 18:45:51 UTC
           "
Using RS485 for communication,https://forum.openrov.com/t/using-rs485-for-communication/129,6,1.3k,"
             2012-07-31 09:20:59 UTC
           "
Wet Connector,https://forum.openrov.com/t/wet-connector/496,4,1.1k,"
             2013-07-10 14:57:27 UTC
           "
Autonomous OpenROV Recharging at Sea,https://forum.openrov.com/t/autonomous-openrov-recharging-at-sea/494,2,743,"
             2013-07-08 17:44:43 UTC
           "
Topside tether configuration,https://forum.openrov.com/t/topside-tether-configuration/462,2,641,"
             2013-06-07 10:58:04 UTC
           "
Changes to tether,https://forum.openrov.com/t/changes-to-tether/455,3,1.0k,"
             2013-06-03 15:57:01 UTC
           "
Using Hot Glue to Seal Solder Joints,https://forum.openrov.com/t/using-hot-glue-to-seal-solder-joints/427,5,4.3k,"
             2013-05-12 01:55:18 UTC
           "
Vapor Treating 3D printed ABS parts to make them waterproof,https://forum.openrov.com/t/vapor-treating-3d-printed-abs-parts-to-make-them-waterproof/348,15,8.2k,"
             2013-03-12 19:47:26 UTC
           "
Next tether?,https://forum.openrov.com/t/next-tether/382,4,807,"
             2013-04-11 14:56:18 UTC
           "
Tether Decision Tree,https://forum.openrov.com/t/tether-decision-tree/144,28,3.6k,"
             2012-08-13 20:26:18 UTC
           "
Method for waterproofing connectors using rapid prototyping & silicon molds,https://forum.openrov.com/t/method-for-waterproofing-connectors-using-rapid-prototyping-silicon-molds/344,2,636,"
             2013-03-09 14:25:06 UTC
           "
Tips for the Electronics Tube Closing Caps,https://forum.openrov.com/t/tips-for-the-electronics-tube-closing-caps/70,2,732,"
             2012-06-18 15:06:55 UTC
           "
Revisiting a Half-Duplex Tether,https://forum.openrov.com/t/revisiting-a-half-duplex-tether/303,2,802,"
             2013-02-12 02:43:19 UTC
           "
A Jig for Tether Testing,https://forum.openrov.com/t/a-jig-for-tether-testing/279,11,2.4k,"
             2013-01-30 09:01:16 UTC
           "
Recovery following tether failure?,https://forum.openrov.com/t/recovery-following-tether-failure/78,2,594,"
             2012-06-29 18:47:59 UTC
           "
Getting Rid of Tether,https://forum.openrov.com/t/getting-rid-of-tether/88,36,1.9k,"
             2012-07-03 22:30:35 UTC
           "
Ultrasonic technology could eliminate need for tether,https://forum.openrov.com/t/ultrasonic-technology-could-eliminate-need-for-tether/218,4,558,"
             2012-11-25 20:44:32 UTC
           "
4-wire theter,https://forum.openrov.com/t/4-wire-theter/143,11,927,"
             2012-08-13 14:54:17 UTC
           "
SCUBA tank for leakage protectionÄany BEYOND!,https://forum.openrov.com/t/scuba-tank-for-leakage-protection-any-beyond/212,4,337,"
             2012-11-20 20:51:36 UTC
           "
EBS function?,https://forum.openrov.com/t/ebs-function/236,1,535,"
             2012-12-16 21:50:23 UTC
           "
EBS function?,https://forum.openrov.com/t/ebs-function/235,0,367,"
             2012-12-16 21:49:25 UTC
           "
Directly submerging Liquipelêd PCB?,https://forum.openrov.com/t/directly-submerging-liquipeld-pcb/201,4,607,"
             2012-11-03 22:21:52 UTC
           "
Wireless Controlling w/ Minion,https://forum.openrov.com/t/wireless-controlling-w-minion/199,0,497,"
             2012-11-01 20:55:35 UTC
           "
Fiber optic tethers - fiber converters,https://forum.openrov.com/t/fiber-optic-tethers-fiber-converters/187,3,743,"
             2012-10-20 13:27:47 UTC
           "
Fiberoptic Optic Tether Repost,https://forum.openrov.com/t/fiberoptic-optic-tether-repost/171,0,660,"
             2012-09-24 18:43:29 UTC
           "
Tether Update - Decision for Kickstarter Backers,https://forum.openrov.com/t/tether-update-decision-for-kickstarter-backers/164,12,1.4k,"
             2012-09-13 16:51:58 UTC
           "
Cat5e as a tether - initial test results + leaks through tether,https://forum.openrov.com/t/cat5e-as-a-tether-initial-test-results-leaks-through-tether/155,5,831,"
             2012-08-28 17:07:24 UTC
           "
Oil compensation of electrical and motor housings,https://forum.openrov.com/t/oil-compensation-of-electrical-and-motor-housings/56,7,2.4k,"
             2012-05-30 19:48:02 UTC
           "
Helpful hints and tips,https://forum.openrov.com/t/helpful-hints-and-tips/29,4,418,"
             2011-05-29 08:25:20 UTC
           "
How will the OpenROV position and depth will be reported?,https://forum.openrov.com/t/how-will-the-openrov-position-and-depth-will-be-reported/72,5,746,"
             2012-06-19 10:35:42 UTC
           "
Gerenal questions about tethers,https://forum.openrov.com/t/gerenal-questions-about-tethers/44,6,1.1k,"
             2011-12-17 19:56:26 UTC
           "
Cable tether,https://forum.openrov.com/t/cable-tether/91,0,468,"
             2012-07-06 00:37:31 UTC
           "
Tether Floats,https://forum.openrov.com/t/tether-floats/28,1,778,"
             2011-05-28 12:19:40 UTC
           "
,,,,
,,,,
IMU Debugging,https://forum.openrov.com/t/imu-debugging/2129,19,4.8k,"
             2015-01-29 01:22:45 UTC
           "
About the ROV Electronics category,https://forum.openrov.com/t/about-the-rov-electronics-category/17,0,1.0k,"
             2015-01-30 16:26:21 UTC
           "
Is there a way to record video without using a topside laptop?,https://forum.openrov.com/t/is-there-a-way-to-record-video-without-using-a-topside-laptop/5411,5,690,"
             2017-03-26 13:31:06 UTC
           "
Wiring with bilge pump thrusters,https://forum.openrov.com/t/wiring-with-bilge-pump-thrusters/7089,0,43,"
             2018-12-03 00:56:22 UTC
           "
Lumen Subsea Lights on v.2.8,https://forum.openrov.com/t/lumen-subsea-lights-on-v-2-8/6445,6,345,"
             2018-06-03 21:30:06 UTC
           "
3G/4G Interface?,https://forum.openrov.com/t/3g-4g-interface/6987,2,123,"
             2018-11-05 12:39:41 UTC
           "
Transmit data through cat5 cable,https://forum.openrov.com/t/transmit-data-through-cat5-cable/5623,6,725,"
             2017-06-13 20:54:24 UTC
           "
IMU interface documentation,https://forum.openrov.com/t/imu-interface-documentation/6864,1,117,"
             2018-10-07 16:26:46 UTC
           "
Beaglebone to Arduino pins,https://forum.openrov.com/t/beaglebone-to-arduino-pins/391,3,560,"
             2013-04-18 03:00:28 UTC
           "
Thruster Speed Control,https://forum.openrov.com/t/thruster-speed-control/6723,0,119,"
             2018-09-02 16:08:21 UTC
           "
OpenROV w/Raspberry Pi - not working,https://forum.openrov.com/t/openrov-w-raspberry-pi-not-working/2918,102,15.7k,"
             2015-06-07 20:58:10 UTC
           "
IMU error with 2.5.1-101 version,https://forum.openrov.com/t/imu-error-with-2-5-1-101-version/1363,16,1.8k,"
             2014-12-25 09:22:40 UTC
           "
Firmata and Blue Robotics MS5837 Sensor,https://forum.openrov.com/t/firmata-and-blue-robotics-ms5837-sensor/6236,0,273,"
             2018-03-22 21:07:56 UTC
           "
Remote power switch circuit,https://forum.openrov.com/t/remote-power-switch-circuit/6217,0,224,"
             2018-03-12 18:25:48 UTC
           "
Using Auxiliary Wires,https://forum.openrov.com/t/using-auxiliary-wires/6132,5,520,"
             2018-02-03 15:39:11 UTC
           "
Underwater wireless communication,https://forum.openrov.com/t/underwater-wireless-communication/6139,1,649,"
             2018-02-05 06:18:10 UTC
           "
Raspberry Pi to Raspberry Pi Tether Communication,https://forum.openrov.com/t/raspberry-pi-to-raspberry-pi-tether-communication/6075,2,460,"
             2018-01-07 19:05:02 UTC
           "
Underwater metal detector,https://forum.openrov.com/t/underwater-metal-detector/2885,18,7.4k,"
             2015-05-28 20:01:43 UTC
           "
Why use motor CAPEês? Which one to use?,https://forum.openrov.com/t/why-use-motor-capes-which-one-to-use/5963,1,298,"
             2017-11-18 19:58:11 UTC
           "
ArduSub Electronics Platform,https://forum.openrov.com/t/ardusub-electronics-platform/5895,1,531,"
             2017-10-14 01:10:37 UTC
           "
How Accurate is IMU?,https://forum.openrov.com/t/how-accurate-is-imu/5897,3,620,"
             2017-10-14 17:27:44 UTC
           "
Fun and Games with LED Modules,https://forum.openrov.com/t/fun-and-games-with-led-modules/340,7,1.3k,"
             2013-03-06 20:12:18 UTC
           "
Controller Board modification for 2 pairs of light cubes,https://forum.openrov.com/t/controller-board-modification-for-2-pairs-of-light-cubes/4375,15,2.4k,"
             2016-05-25 22:47:44 UTC
           "
A Power Distribution and Switching Board for OpenROV,https://forum.openrov.com/t/a-power-distribution-and-switching-board-for-openrov/475,11,1.6k,"
             2013-06-22 23:10:05 UTC
           "
TP link ethernet - fiber optic converter for tether,https://forum.openrov.com/t/tp-link-ethernet-fiber-optic-converter-for-tether/5681,7,1.1k,"
             2017-07-02 19:23:17 UTC
           "
ArduSub and two cameras,https://forum.openrov.com/t/ardusub-and-two-cameras/5684,1,901,"
             2017-07-03 20:46:29 UTC
           "
ESC Calibration Arduino,https://forum.openrov.com/t/esc-calibration-arduino/867,9,1.8k,"
             2014-03-14 10:56:12 UTC
           "
Make the motors slower,https://forum.openrov.com/t/make-the-motors-slower/5597,1,526,"
             2017-06-05 10:05:04 UTC
           "
Beaglebone problem?,https://forum.openrov.com/t/beaglebone-problem/1248,7,885,"
             2014-10-21 01:46:08 UTC
           "
Wire color coding for OpenROV 2.8,https://forum.openrov.com/t/wire-color-coding-for-openrov-2-8/5520,1,452,"
             2017-04-30 09:09:10 UTC
           "
Devolo homeplugs,https://forum.openrov.com/t/devolo-homeplugs/5453,2,565,"
             2017-04-06 09:59:40 UTC
           "
What are ESCs used for in ROVs?,https://forum.openrov.com/t/what-are-escs-used-for-in-rovs/5003,6,1.3k,"
             2016-11-19 16:29:01 UTC
           "
How to utilise pwm4 for extra external lights,https://forum.openrov.com/t/how-to-utilise-pwm4-for-extra-external-lights/5298,1,553,"
             2017-02-23 13:54:39 UTC
           "
"ESC Calibration Erratic, Calibrated Correctly",https://forum.openrov.com/t/esc-calibration-erratic-calibrated-correctly/5237,12,1.3k,"
             2017-02-06 18:41:14 UTC
           "
Controller Board Mod for 6 ESCs,https://forum.openrov.com/t/controller-board-mod-for-6-escs/3185,10,4.6k,"
             2015-08-11 22:44:34 UTC
           "
Tenda powerline mini adapter actual transfer speed,https://forum.openrov.com/t/tenda-powerline-mini-adapter-actual-transfer-speed/5048,2,615,"
             2016-12-06 00:49:32 UTC
           "
Electronics of ROV,https://forum.openrov.com/t/electronics-of-rov/4979,0,687,"
             2016-11-11 06:04:22 UTC
           "
Video Goggles adapter from a PC or laptop needed,https://forum.openrov.com/t/video-goggles-adapter-from-a-pc-or-laptop-needed/4865,4,792,"
             2016-10-09 03:10:44 UTC
           "
Thunder Tiger Neptune SB-1,https://forum.openrov.com/t/thunder-tiger-neptune-sb-1/4848,7,1.6k,"
             2016-10-01 16:12:54 UTC
           "
Raspberry Pi Camera attachment announced,https://forum.openrov.com/t/raspberry-pi-camera-attachment-announced/217,3,931,"
             2012-11-24 22:13:56 UTC
           "
Correct chassis orientation of the IMU/Depth Module 2.0,https://forum.openrov.com/t/correct-chassis-orientation-of-the-imu-depth-module-2-0/4708,2,709,"
             2016-08-28 19:02:31 UTC
           "
Openrov topside interface board,https://forum.openrov.com/t/openrov-topside-interface-board/4621,0,846,"
             2016-07-27 18:40:24 UTC
           "
Problems about the IMU Module v2,https://forum.openrov.com/t/problems-about-the-imu-module-v2/3771,14,2.5k,"
             2016-01-14 09:32:27 UTC
           "
Code for the Servos,https://forum.openrov.com/t/code-for-the-servos/3955,10,1.7k,"
             2016-02-23 03:48:28 UTC
           "
Motors didnêt rotate when I burnt my own code to controller board,https://forum.openrov.com/t/motors-didnt-rotate-when-i-burnt-my-own-code-to-controller-board/4592,0,669,"
             2016-07-22 12:18:28 UTC
           "
Using extra servo control to control a strafe thruster,https://forum.openrov.com/t/using-extra-servo-control-to-control-a-strafe-thruster/3073,54,10.8k,"
             2015-07-16 10:34:51 UTC
           "
Is it possible to connect the arduino in the controller board directly to arduino IDE?,https://forum.openrov.com/t/is-it-possible-to-connect-the-arduino-in-the-controller-board-directly-to-arduino-ide/4573,0,724,"
             2016-07-16 14:42:01 UTC
           "
ROV Peak and Constant Current Draw,https://forum.openrov.com/t/rov-peak-and-constant-current-draw/4431,9,2.2k,"
             2016-06-12 12:37:05 UTC
           "
Use caution with batteries from Ebay or Amazon,https://forum.openrov.com/t/use-caution-with-batteries-from-ebay-or-amazon/4447,0,1.1k,"
             2016-06-14 23:49:43 UTC
           "
Second servo pan and tilt,https://forum.openrov.com/t/second-servo-pan-and-tilt/4440,2,984,"
             2016-06-14 04:02:33 UTC
           "
Communication between computer and ROV,https://forum.openrov.com/t/communication-between-computer-and-rov/4432,0,797,"
             2016-06-12 16:32:25 UTC
           "
Black screen on dashboard _ camera?,https://forum.openrov.com/t/black-screen-on-dashboard-camera/4389,2,1.3k,"
             2016-06-01 11:38:57 UTC
           "
Second Camera suggestions,https://forum.openrov.com/t/second-camera-suggestions/4421,2,1.0k,"
             2016-06-10 02:52:46 UTC
           "
Battery pack for ROV,https://forum.openrov.com/t/battery-pack-for-rov/4302,6,1.9k,"
             2016-05-09 21:44:15 UTC
           "
IMU V1 Schematic,https://forum.openrov.com/t/imu-v1-schematic/4202,14,2.7k,"
             2016-04-17 09:30:17 UTC
           "
"2.8 camera works, lights/motors do not respond, servo twitches",https://forum.openrov.com/t/2-8-camera-works-lights-motors-do-not-respond-servo-twitches/3750,11,3.0k,"
             2016-01-08 22:12:52 UTC
           "
What is the i2c mode of OpenROV,https://forum.openrov.com/t/what-is-the-i2c-mode-of-openrov/4352,1,864,"
             2016-05-20 02:38:12 UTC
           "
Mounting thrusters to makerbeam,https://forum.openrov.com/t/mounting-thrusters-to-makerbeam/4337,2,1.2k,"
             2016-05-16 23:40:14 UTC
           "
Further thruster engine for manipulator/grabber,https://forum.openrov.com/t/further-thruster-engine-for-manipulator-grabber/4328,1,1.1k,"
             2016-05-15 18:16:19 UTC
           "
Logitech c920 watermark,https://forum.openrov.com/t/logitech-c920-watermark/4319,2,1.2k,"
             2016-05-12 03:07:21 UTC
           "
Some questions about ESCS,https://forum.openrov.com/t/some-questions-about-escs/4309,1,805,"
             2016-05-10 16:22:01 UTC
           "
Why are battery pods not wired in parallel?,https://forum.openrov.com/t/why-are-battery-pods-not-wired-in-parallel/792,3,865,"
             2014-02-09 17:37:42 UTC
           "
Why does OpenROV uses both beagle-bone and the controller board,https://forum.openrov.com/t/why-does-openrov-uses-both-beagle-bone-and-the-controller-board/4270,5,1.3k,"
             2016-05-02 10:56:45 UTC
           "
USB Infra red camera,https://forum.openrov.com/t/usb-infra-red-camera/4151,3,1.2k,"
             2016-04-03 16:41:35 UTC
           "
Help with IMU Problems,https://forum.openrov.com/t/help-with-imu-problems/4117,0,786,"
             2016-03-22 21:10:53 UTC
           "
How to get depth perseption by using two cameras,https://forum.openrov.com/t/how-to-get-depth-perseption-by-using-two-cameras/4107,3,1.4k,"
             2016-03-20 16:58:16 UTC
           "
About tenda p202 and pa202 homeplug,https://forum.openrov.com/t/about-tenda-p202-and-pa202-homeplug/4017,1,1.8k,"
             2016-03-05 15:30:40 UTC
           "
[SOLVED] Beaglebone boneheaded and backwards,https://forum.openrov.com/t/solved-beaglebone-boneheaded-and-backwards/3877,8,1.6k,"
             2016-02-07 22:20:39 UTC
           "
Electronics for external lights,https://forum.openrov.com/t/electronics-for-external-lights/3942,9,2.4k,"
             2016-02-21 13:35:32 UTC
           "
"Keyboard, game pad, joy stick -and the winner is?",https://forum.openrov.com/t/keyboard-game-pad-joy-stick-and-the-winner-is/3923,1,996,"
             2016-02-15 21:04:09 UTC
           "
